"site_id","latitude","longitude","elevation_in_meters","state","species_id","genus","species","common_name","kingdom","individual_id","phenophase_id","phenophase_description","first_yes_year","first_yes_month","first_yes_day","first_yes_doy","first_yes_julian_date","numdays_since_prior_no","last_yes_year","last_yes_month","last_yes_day","last_yes_doy","last_yes_julian_date","numdays_until_next_no"
5560,43.605831,-70.234955,24,"ME",352,"Archilochus","colubris","ruby-throated hummingbird","Animalia",12251,312,"Flower visitation",2011,8,11,223,2455785,2,2011,8,11,223,2455785,3
5560,43.605831,-70.234955,24,"ME",352,"Archilochus","colubris","ruby-throated hummingbird","Animalia",12251,446,"Feeding",2011,6,15,166,2455728,3,2011,6,15,166,2455728,3
5559,43.822739,-70.06488,8,"ME",352,"Archilochus","colubris","ruby-throated hummingbird","Animalia",12282,292,"Live individuals",2011,5,4,124,2455686,3,2011,5,4,124,2455686,NA
5559,43.822739,-70.06488,8,"ME",352,"Archilochus","colubris","ruby-throated hummingbird","Animalia",12282,312,"Flower visitation",2011,5,4,124,2455686,3,2011,5,4,124,2455686,NA
5559,43.822739,-70.06488,8,"ME",352,"Archilochus","colubris","ruby-throated hummingbird","Animalia",12282,446,"Feeding",2011,5,4,124,2455686,3,2011,5,4,124,2455686,NA
5576,44.418877,-68.106331,9,"ME",352,"Archilochus","colubris","ruby-throated hummingbird","Animalia",12322,292,"Live individuals",2011,5,14,134,2455696,8,2011,5,30,150,2455712,NA
5576,44.418877,-68.106331,9,"ME",352,"Archilochus","colubris","ruby-throated hummingbird","Animalia",12322,293,"Calls or song (birds)",2011,5,14,134,2455696,8,2011,5,14,134,2455696,7
5576,44.418877,-68.106331,9,"ME",352,"Archilochus","colubris","ruby-throated hummingbird","Animalia",12322,293,"Calls or song (birds)",2011,5,30,150,2455712,9,2011,5,30,150,2455712,NA
5576,44.418877,-68.106331,9,"ME",352,"Archilochus","colubris","ruby-throated hummingbird","Animalia",12322,294,"Singing individuals (birds)",2011,5,14,134,2455696,8,2011,5,14,134,2455696,7
5576,44.418877,-68.106331,9,"ME",352,"Archilochus","colubris","ruby-throated hummingbird","Animalia",12322,446,"Feeding",2011,5,14,134,2455696,8,2011,5,30,150,2455712,NA
